X,Y,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15,
20.5,-12,-68,-71,-70,-87,-100,-100,-54,-84,-65,-98,-100,-52,-71,-100,-73,
20.5,-12,-71,-68,-68,-91,-100,-100,-52,-86,-65,-96,-100,-56,-68,-100,-77
20.5,-12,-73,-66,-69,-93,-100,-100,-48,-90,-65,-96,-100,-57,-69,-100,-80
20.5,-12,-71,-63,-69,-93,-100,-100,-45,-87,-65,-96,-100,-60,-65,-100,-77
20.5,-12,-73,-58,-69,-93,-100,-100,-47,-87,-65,-95,-100,-58,-67,-100,-72
20.5,-12,-72,-67,-69,-93,-100,-100,-47,-85,-65,-94,-100,-59,-67,-100,-68
20.5,-12,-72,-69,-69,-97,-100,-100,-47,-85,-65,-97,-100,-57,-69,-100,-68
20.5,-12,-74,-64,-73,-96,-100,-100,-46,-87,-65,-98,-100,-59,-69,-100,-69
20.5,-12,-72,-65,-73,-93,-100,-100,-55,-87,-65,-97,-100,-59,-69,-100,-69
20.5,-12,-72,-67,-73,-92,-100,-100,-48,-87,-65,-94,-100,-58,-69,-100,-72
20.5,-12,-73,-66,-73,-92,-100,-100,-47,-87,-65,-95,-100,-58,-68,-100,-72
20.5,-12,-74,-66,-73,-93,-100,-100,-47,-87,-65,-92,-100,-58,-66,-100,-70
20.5,-12,-70,-62,-73,-93,-100,-100,-45,-87,-64,-93,-100,-58,-66,-100,-72
20.5,-12,-70,-62,-75,-94,-100,-100,-45,-87,-63,-94,-100,-58,-66,-100,-70
20.5,-12,-70,-66,-75,-94,-100,-100,-45,-87,-64,-93,-100,-58,-66,-100,-70
20.5,-12,-70,-66,-71,-94,-100,-100,-45,-86,-64,-93,-100,-58,-66,-100,-70
20.5,-12,-71,-66,-74,-94,-100,-100,-46,-86,-64,-93,-100,-58,-67,-100,-72
20.5,-12,-71,-66,-74,-93,-100,-100,-46,-86,-64,-94,-100,-58,-67,-100,-71
20.5,-12,-71,-66,-74,-93,-100,-100,-46,-86,-64,-92,-100,-58,-67,-100,-71
20.5,-12,-71,-66,-74,-93,-100,-100,-46,-86,-64,-94,-100,-58,-67,-100,-71
20.47433279,-11.63965076,-71,-71,-74,-87,-100,-100,-49,-88,-61,-94,-100,-64,-65,-100,-78
20.47433279,-11.63965076,-72,-71,-72,-87,-100,-100,-50,-88,-62,-97,-100,-63,-65,-100,-78
20.47433279,-11.63965076,-72,-71,-72,-90,-100,-100,-49,-88,-62,-97,-100,-63,-65,-100,-76
20.47433279,-11.63965076,-72,-71,-72,-86,-100,-100,-50,-88,-61,-98,-100,-64,-66,-100,-78
20.47433279,-11.63965076,-72,-70,-72,-86,-100,-100,-50,-89,-61,-98,-100,-64,-66,-100,-78
20.47433279,-11.63965076,-72,-69,-71,-86,-100,-100,-49,-89,-62,-98,-100,-64,-66,-100,-78
20.47433279,-11.63965076,-72,-72,-71,-86,-100,-100,-49,-89,-62,-97,-100,-64,-67,-100,-78
20.47433279,-11.63965076,-72,-72,-70,-86,-100,-100,-49,-89,-63,-97,-100,-64,-74,-100,-76
20.47433279,-11.63965076,-72,-72,-69,-86,-100,-100,-50,-88,-63,-97,-100,-64,-66,-100,-79
20.47433279,-11.63965076,-80,-72,-71,-89,-100,-100,-50,-88,-63,-98,-100,-64,-66,-100,-77
20.47433279,-11.63965076,-76,-72,-71,-87,-100,-100,-50,-89,-62,-96,-100,-64,-64,-100,-78
20.47433279,-11.63965076,-75,-69,-71,-87,-100,-100,-50,-89,-62,-96,-100,-64,-64,-100,-78
20.47433279,-11.63965076,-75,-69,-71,-87,-100,-100,-51,-89,-63,-97,-100,-63,-64,-100,-77
20.47433279,-11.63965076,-75,-69,-71,-87,-100,-100,-50,-88,-62,-97,-100,-63,-65,-100,-78
20.47433279,-11.63965076,-75,-69,-72,-86,-100,-100,-48,-88,-62,-97,-100,-63,-65,-100,-78
20.47433279,-11.63965076,-75,-69,-72,-86,-100,-100,-49,-88,-62,-97,-100,-63,-65,-100,-76
20.47433279,-11.63965076,-75,-72,-70,-86,-100,-100,-49,-89,-62,-98,-100,-63,-65,-100,-77
20.47433279,-11.63965076,-75,-72,-70,-86,-100,-100,-49,-87,-61,-97,-100,-63,-65,-100,-79
20.47433279,-11.63965076,-78,-72,-70,-86,-100,-100,-49,-87,-61,-97,-100,-62,-65,-100,-77
20.47433279,-11.63965076,-77,-74,-70,-86,-100,-100,-49,-87,-62,-97,-100,-64,-64,-100,-78
20.43703807,-11.10805175,-77,-71,-66,-90,-100,-100,-48,-87,-60,-94,-100,-56,-68,-100,-74
20.43703807,-11.10805175,-77,-71,-66,-92,-100,-100,-48,-87,-59,-94,-100,-55,-68,-100,-76
20.43703807,-11.10805175,-77,-71,-66,-94,-100,-100,-48,-87,-59,-94,-100,-55,-65,-100,-79
20.43703807,-11.10805175,-72,-71,-66,-94,-100,-100,-49,-84,-59,-94,-100,-55,-64,-100,-79
